employee_id,age,attrition,business_travel,country,city,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hire_date,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
EMP0000306,36,No,Non-Travel,Poland,Poznan,1198,Research & Development,24,4,Life Sciences,1,306,2,Female,17/02/2017,47,3,2,Laboratory Technician,2,Married,36465,33150,7,Y,No,15,3,3,80,1,11,3,3,9,8,0,8
EMP0000308,38,No,Travel_Rarely,Germany,Munich,921,Research & Development,25,2,Life Sciences,1,308,1,Female,28/04/2016,81,2,5,Research Director,2,Married,28017,25470,3,Y,No,17,3,3,80,1,19,2,3,10,8,0,1
EMP0000311,31,No,Travel_Rarely,Germany,Berlin,114,Human Resources,2,3,Human Resources,1,311,1,Male,25/01/2024,62,2,2,Human Resources,1,Married,3498,3180,3,Y,No,12,3,4,80,0,9,1,3,2,2,1,0
EMP0000312,45,No,Travel_Frequently,United Kingdom,Edinburgh,1354,Research & Development,7,3,Life Sciences,1,312,1,Male,28/04/2002,97,3,3,Laboratory Technician,1,Divorced,41217,37470,1,Y,No,18,3,1,80,1,24,2,3,24,9,9,11
EMP0000314,33,No,Travel_Frequently,Netherlands,Utrecht,599,Research & Development,5,4,Life Sciences,1,314,4,Female,25/05/2016,74,3,3,Manager,2,Married,18249,16590,6,Y,No,11,3,2,80,2,12,2,3,10,6,8,8
EMP0000315,39,No,Travel_Rarely,Italy,Turin,126,Research & Development,10,1,Medical,1,315,3,Male,04/11/2005,99,3,4,Manager,1,Married,3861,3510,1,Y,Yes,14,3,4,80,0,21,3,3,21,9,11,10
EMP0000318,52,Yes,Travel_Rarely,United Kingdom,London,784,Research & Development,8,4,Medical,1,318,3,Male,14/01/2018,85,2,2,Research Scientist,2,Married,23859,21690,2,Y,No,15,3,1,80,0,11,3,2,8,2,7,7
EMP0000319,27,No,Travel_Rarely,United Kingdom,Leeds,1323,Research & Development,5,3,Life Sciences,1,319,3,Female,10/02/2022,85,3,1,Research Scientist,2,Single,40260,36600,1,Y,Yes,12,3,2,80,0,4,2,2,4,3,1,2
EMP0000320,32,No,Travel_Rarely,Germany,Hamburg,637,Sales,8,2,Technical Degree,1,320,3,Female,09/09/2013,65,2,2,Sales Executive,2,Married,19404,17640,1,Y,Yes,11,3,4,80,0,13,2,3,13,12,11,9
EMP0000332,27,No,Non-Travel,Spain,Barcelona,227,Sales,1,1,Marketing,1,332,3,Male,26/10/2021,73,3,2,Sales Executive,2,Married,6930,6300,0,Y,Yes,13,3,4,80,1,6,0,3,5,4,1,4
EMP0000334,43,No,Travel_Rarely,United Kingdom,Edinburgh,1085,Research & Development,7,3,Life Sciences,1,334,3,Female,10/02/2025,43,3,3,Healthcare Representative,1,Married,33033,30030,8,Y,No,16,3,1,80,1,10,1,2,1,0,0,0
EMP0000337,29,Yes,Travel_Rarely,Italy,Naples,344,Research & Development,8,4,Other,1,337,2,Male,01/02/2019,77,1,1,Laboratory Technician,1,Married,10494,9540,1,Y,Yes,11,3,4,80,0,7,4,2,7,7,0,7
EMP0000340,27,No,Travel_Rarely,United Kingdom,Edinburgh,1225,Sales,8,4,Marketing,1,340,2,Female,23/07/2018,56,3,2,Sales Executive,2,Married,37290,33900,1,Y,No,18,3,1,80,1,8,3,3,8,7,0,7
EMP0000344,29,No,Travel_Rarely,Germany,Frankfurt,156,Sales,10,1,Marketing,1,344,4,Female,09/06/2019,39,2,2,Sales Executive,2,Divorced,4752,4320,1,Y,Yes,14,3,1,80,2,7,2,3,7,7,1,7
EMP0000345,35,No,Travel_Rarely,Germany,Hamburg,1405,Research & Development,5,4,Technical Degree,1,345,3,Male,09/09/2010,62,3,5,Manufacturing Director,2,Single,42768,38880,0,Y,No,13,3,4,80,0,17,5,3,16,6,0,13
EMP0000347,41,No,Travel_Rarely,France,Lyon,523,Research & Development,6,3,Medical,1,347,4,Male,06/07/2021,95,2,5,Manufacturing Director,2,Single,15939,14490,6,Y,Yes,15,3,4,80,0,8,3,3,5,4,1,2
EMP0000352,32,No,Travel_Rarely,Italy,Milan,1152,Research & Development,2,3,Medical,1,352,3,Female,22/09/2018,75,3,1,Laboratory Technician,2,Married,35046,31860,1,Y,No,13,3,3,80,1,8,4,3,8,0,0,7
EMP0000354,37,No,Travel_Rarely,United Kingdom,Manchester,1430,Research & Development,6,3,Medical,1,354,3,Male,17/11/2019,51,4,2,Research Scientist,1,Divorced,43527,39570,4,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7
EMP0000358,21,Yes,Travel_Frequently,France,Nice,820,Sales,1,1,Technical Degree,1,358,1,Female,25/12/2023,99,2,1,Sales Representative,2,Single,24948,22680,1,Y,Yes,11,3,3,80,0,3,3,3,3,2,1,2
EMP0000365,37,No,Travel_Rarely,Netherlands,Rotterdam,999,Research & Development,10,3,Medical,1,365,3,Female,15/01/2021,98,3,1,Laboratory Technician,1,Married,30393,27630,6,Y,No,20,4,2,80,1,17,3,3,5,4,0,3
EMP0000367,41,Yes,Travel_Frequently,Netherlands,The Hague,155,Sales,4,3,Marketing,1,367,1,Male,15/03/2018,56,3,2,Sales Executive,2,Single,4719,4290,1,Y,No,18,3,3,80,0,8,5,3,8,7,7,7
EMP0000370,31,No,Travel_Rarely,United Kingdom,Edinburgh,442,Research & Development,9,4,Life Sciences,1,370,3,Male,18/11/2024,42,2,1,Research Scientist,2,Single,13464,12240,0,Y,Yes,16,3,4,80,0,3,5,3,2,2,2,2
EMP0000371,21,Yes,Travel_Rarely,United Kingdom,Birmingham,169,Sales,12,3,Life Sciences,1,371,3,Female,19/04/2025,90,4,1,Sales Representative,2,Single,5148,4680,1,Y,No,15,3,4,80,0,1,0,3,1,0,0,0
EMP0000373,35,No,Travel_Rarely,United Kingdom,London,819,Research & Development,9,4,Life Sciences,1,373,3,Male,18/05/2025,97,2,2,Healthcare Representative,2,Single,24915,22650,9,Y,No,19,3,3,80,0,10,5,3,1,1,0,0
EMP0000374,27,No,Travel_Rarely,Spain,Barcelona,1593,Research & Development,1,2,Medical,1,374,4,Male,17/07/2021,82,3,1,Laboratory Technician,2,Divorced,48477,44070,1,Y,No,11,3,2,80,1,5,2,3,5,2,0,4
EMP0000382,30,No,Travel_Rarely,Spain,Bilbao,219,Sales,2,1,Technical Degree,1,382,3,Male,02/12/2025,72,3,1,Sales Representative,2,Married,6666,6060,1,Y,No,18,3,1,80,1,1,3,3,1,0,0,0
EMP0000383,26,Yes,Travel_Frequently,France,Marseille,623,Research & Development,3,1,Technical Degree,1,383,3,Male,04/11/2020,73,3,1,Research Scientist,1,Single,18975,17250,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4
EMP0000384,22,No,Travel_Rarely,Italy,Turin,274,Research & Development,11,3,Medical,1,384,1,Female,07/05/2024,43,3,1,Research Scientist,2,Married,8349,7590,1,Y,No,13,3,4,80,1,2,1,3,2,1,1,2
EMP0000387,37,No,Travel_Rarely,Germany,Cologne,1200,Research & Development,14,3,Life Sciences,1,387,4,Female,21/04/2008,95,3,1,Laboratory Technician,1,Divorced,36531,33210,1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17
EMP0000388,40,No,Travel_Rarely,United Kingdom,Leeds,823,Sales,2,2,Marketing,1,388,4,Female,11/04/2021,46,3,2,Sales Executive,2,Divorced,25047,22770,7,Y,No,12,3,3,80,2,8,5,3,5,4,1,3
EMP0000389,42,No,Travel_Rarely,Spain,Seville,218,Research & Development,1,4,Life Sciences,1,389,2,Female,10/12/2021,95,3,1,Laboratory Technician,1,Divorced,6633,6030,3,Y,No,16,3,2,80,1,8,5,3,5,2,1,2
EMP0000390,37,No,Travel_Rarely,Italy,Venice,1415,Research & Development,10,4,Life Sciences,1,390,3,Male,02/05/2025,49,3,5,Manufacturing Director,2,Single,43065,39150,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1
EMP0000391,43,No,Travel_Rarely,Poland,Warsaw,1065,Research & Development,12,3,Life Sciences,1,391,1,Male,22/05/2001,59,2,5,Research Director,2,Divorced,32406,29460,1,Y,No,11,3,3,80,1,25,3,3,25,10,3,9
EMP0000393,54,No,Travel_Rarely,Germany,Munich,890,Research & Development,5,2,Medical,1,393,1,Male,02/05/2022,86,3,5,Research Director,1,Married,27093,24630,4,Y,No,11,3,3,80,1,24,4,2,4,2,1,2
EMP0000395,31,No,Travel_Rarely,Germany,Munich,520,Research & Development,7,2,Medical,1,395,2,Female,08/11/2013,31,3,5,Manufacturing Director,1,Married,15840,14400,1,Y,No,12,3,2,80,1,13,5,1,13,10,3,12
EMP0000400,31,No,Travel_Rarely,Spain,Valencia,356,Research & Development,1,2,Life Sciences,1,400,4,Male,09/09/2022,98,2,1,Laboratory Technician,1,Married,10857,9870,1,Y,No,12,3,3,80,1,4,3,3,4,2,3,2
EMP0000402,56,No,Travel_Frequently,Netherlands,Utrecht,982,Sales,6,3,Life Sciences,1,402,3,Female,28/09/2019,86,4,4,Sales Executive,1,Married,29898,27180,9,Y,No,11,3,4,80,3,36,0,2,7,7,7,7
EMP0000404,41,No,Travel_Rarely,Italy,Naples,699,Sales,1,3,Marketing,1,404,2,Male,22/03/2016,49,4,3,Sales Executive,1,Married,21285,19350,1,Y,No,16,3,3,80,1,10,2,3,10,7,0,7
EMP0000405,28,No,Travel_Rarely,Germany,Munich,1410,Research & Development,17,2,Medical,1,405,3,Male,28/08/2016,79,3,2,Laboratory Technician,1,Divorced,42900,39000,1,Y,No,12,3,4,80,1,10,2,3,10,0,1,8
EMP0000406,25,Yes,Travel_Rarely,Italy,Turin,746,Research & Development,3,3,Medical,1,406,1,Male,15/08/2024,91,3,1,Laboratory Technician,1,Married,22704,20640,5,Y,No,13,3,3,80,1,6,5,3,2,2,0,2
EMP0000412,60,No,Travel_Rarely,Netherlands,Amsterdam,457,Research & Development,7,3,Life Sciences,1,412,1,Female,27/10/1997,41,3,5,Manager,1,Married,13926,12660,5,Y,No,11,3,4,80,0,33,5,1,29,8,11,10
EMP0000415,24,Yes,Travel_Rarely,France,Marseille,1570,Sales,1,1,Technical Degree,1,415,1,Female,08/08/2021,62,3,1,Sales Representative,2,Single,47784,43440,1,Y,Yes,16,3,2,80,0,6,4,3,5,3,1,4
EMP0000422,29,Yes,Travel_Rarely,Spain,Seville,442,Research & Development,25,5,Technical Degree,1,422,3,Female,18/08/2024,71,2,1,Research Scientist,2,Married,13464,12240,5,Y,No,16,3,2,80,0,6,2,4,2,2,1,1
EMP0000424,30,No,Non-Travel,France,Marseille,1516,Sales,22,4,Other,1,424,3,Female,15/03/2017,69,3,3,Sales Executive,1,Married,46134,41940,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8
EMP0000428,60,No,Travel_Frequently,Italy,Rome,1626,Sales,28,3,Marketing,1,428,3,Female,25/07/2008,80,2,3,Sales Executive,1,Married,49467,44970,4,Y,No,19,3,4,80,0,22,5,4,18,13,13,11
EMP0000435,31,No,Travel_Rarely,United Kingdom,London,1382,Research & Development,9,1,Life Sciences,1,435,3,Male,14/12/2013,33,3,5,Manufacturing Director,2,Divorced,42042,38220,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8
EMP0000438,30,No,Travel_Rarely,Italy,Rome,448,Sales,7,1,Marketing,1,438,4,Male,12/10/2023,57,3,1,Sales Representative,2,Single,13629,12390,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2
EMP0000441,34,Yes,Travel_Frequently,United Kingdom,Manchester,1071,Human Resources,23,3,Human Resources,1,441,2,Female,09/12/2023,43,3,3,Human Resources,1,Divorced,32604,29640,9,Y,Yes,15,3,3,80,3,11,2,3,3,2,0,2
EMP0000446,55,No,Travel_Rarely,Netherlands,Eindhoven,1211,Sales,18,5,Life Sciences,1,446,1,Female,06/07/2016,83,3,4,Manager,2,Single,36861,33510,3,Y,No,23,4,4,80,0,37,2,3,10,9,7,7
EMP0000452,42,No,Travel_Rarely,France,Nice,346,Research & Development,24,3,Medical,1,452,4,Male,11/08/2016,56,3,5,Manufacturing Director,1,Married,10527,9570,1,Y,Yes,21,4,4,80,1,10,5,2,10,9,5,8
EMP0000453,45,No,Travel_Rarely,Germany,Munich,608,Sales,2,3,Other,1,453,4,Male,08/07/2018,61,3,2,Sales Executive,2,Married,18513,16830,0,Y,No,19,3,2,80,1,9,3,4,8,7,3,7
EMP0000458,18,Yes,Travel_Frequently,Germany,Berlin,1416,Sales,5,3,Marketing,1,458,2,Male,16/04/2026,69,3,1,Sales Representative,2,Single,43098,39180,1,Y,Yes,14,3,4,80,0,0,3,3,0,0,0,0
EMP0000459,40,No,Non-Travel,United Kingdom,Edinburgh,1186,Sales,28,3,Other,1,459,3,Male,06/06/2025,58,1,3,Sales Executive,1,Divorced,36102,32820,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1
EMP0000467,41,No,Travel_Rarely,Germany,Cologne,1384,Sales,2,5,Life Sciences,1,467,2,Female,07/08/2008,91,3,4,Manager,1,Married,42108,38280,7,Y,No,16,3,2,80,1,22,2,3,18,16,11,8
EMP0000468,37,No,Non-Travel,Italy,Milan,154,Sales,9,4,Medical,1,468,1,Male,04/03/2017,69,3,3,Sales Executive,2,Divorced,4686,4260,1,Y,No,13,3,4,80,1,9,6,3,9,5,7,7
EMP0000469,52,No,Travel_Rarely,United Kingdom,Manchester,1037,Research & Development,6,2,Technical Degree,1,469,4,Male,08/06/2016,78,3,2,Research Scientist,1,Divorced,31548,28680,3,Y,Yes,12,3,2,80,2,18,3,3,10,9,6,9
EMP0000473,37,No,Travel_Rarely,United Kingdom,Birmingham,483,Research & Development,1,4,Life Sciences,1,473,2,Female,08/07/2020,65,3,5,Manufacturing Director,2,Married,14718,13380,6,Y,No,12,3,2,80,1,8,2,2,6,5,4,3
EMP0000476,26,No,Travel_Rarely,Poland,Krakow,762,Sales,28,2,Marketing,1,476,1,Male,05/10/2021,66,3,2,Sales Executive,2,Married,23199,21090,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4
EMP0000477,24,No,Travel_Rarely,United Kingdom,Manchester,892,Research & Development,17,2,Other,1,477,4,Male,21/01/2025,94,2,1,Laboratory Technician,2,Married,27159,24690,1,Y,No,21,4,4,80,1,1,2,3,1,0,0,0
EMP0000478,50,No,Travel_Frequently,France,Toulouse,1351,Human Resources,3,3,Medical,1,478,1,Male,07/03/1994,99,3,5,Manager,2,Married,41118,37380,1,Y,No,11,3,3,80,1,32,2,3,32,5,10,7
EMP0000481,30,Yes,Travel_Frequently,France,Paris,485,Sales,12,4,Life Sciences,1,481,2,Male,18/09/2025,74,2,1,Sales Representative,1,Married,14784,13440,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0
EMP0000483,31,Yes,Travel_Rarely,Germany,Hamburg,1480,Sales,13,4,Medical,1,483,2,Male,22/07/2023,46,3,2,Sales Executive,1,Divorced,45045,40950,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2
EMP0000488,20,No,Travel_Rarely,Germany,Cologne,1040,Research & Development,1,3,Life Sciences,1,488,4,Female,02/04/2025,83,2,1,Research Scientist,2,Single,31647,28770,1,Y,No,13,3,4,80,0,1,0,4,1,0,0,0
EMP0000491,38,No,Travel_Rarely,Germany,Munich,392,Research & Development,1,1,Life Sciences,1,491,3,Female,07/09/2026,43,3,1,Research Scientist,1,Single,11946,10860,3,Y,No,17,3,4,80,0,8,3,2,0,0,0,0
EMP0000493,48,No,Travel_Rarely,Germany,Frankfurt,1340,Research & Development,1,4,Life Sciences,1,493,4,Female,11/03/2023,40,2,4,Manager,1,Married,40788,37080,7,Y,No,11,3,1,80,1,21,3,1,3,2,0,2
EMP0000496,27,Yes,Travel_Rarely,Germany,Munich,1540,Sales,2,1,Marketing,1,496,3,Male,19/08/2022,85,3,1,Sales Representative,1,Divorced,46860,42600,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2
EMP0000503,53,No,Travel_Rarely,Germany,Hamburg,258,Sales,1,1,Medical,1,503,4,Female,06/06/2012,34,3,2,Sales Executive,1,Single,7854,7140,7,Y,No,20,4,4,80,0,18,2,4,14,7,8,10
EMP0000505,45,Yes,Travel_Frequently,Spain,Madrid,331,Sales,26,4,Life Sciences,1,505,1,Female,24/03/2025,100,3,2,Sales Executive,1,Married,10098,9180,2,Y,No,14,3,4,80,2,5,4,3,1,1,0,0
EMP0000511,54,No,Travel_Rarely,France,Paris,430,Human Resources,19,4,Medical,1,511,3,Male,07/03/2017,88,3,3,Human Resources,2,Married,13101,11910,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1
EMP0000512,36,No,Travel_Rarely,Germany,Hamburg,990,Research & Development,9,2,Medical,1,512,2,Male,01/03/2023,48,2,5,Manufacturing Director,2,Divorced,30129,27390,2,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2
EMP0000515,33,Yes,Travel_Frequently,United Kingdom,London,1167,Research & Development,3,3,Life Sciences,1,515,1,Male,11/06/2016,70,3,1,Research Scientist,1,Single,35508,32280,1,Y,Yes,11,3,1,80,0,10,3,3,10,8,9,7
EMP0000517,23,No,Travel_Rarely,Germany,Frankfurt,960,Research & Development,4,3,Medical,1,517,1,Male,11/02/2023,58,4,1,Research Scientist,1,Married,29205,26550,2,Y,No,16,3,1,80,1,5,3,4,3,2,0,2
EMP0000518,25,No,Travel_Rarely,Italy,Turin,878,Sales,8,3,Life Sciences,1,518,4,Male,05/07/2023,57,4,2,Sales Executive,2,Married,26730,24300,0,Y,No,22,4,3,80,1,4,4,3,3,2,1,2
EMP0000521,48,No,Travel_Rarely,France,Paris,886,Sales,2,1,Marketing,1,521,2,Male,08/02/2024,56,4,2,Sales Executive,2,Married,26961,24510,3,Y,No,12,3,4,80,0,12,3,3,2,2,2,2
EMP0000525,34,No,Travel_Rarely,Italy,Venice,1564,Research & Development,9,3,Medical,1,525,4,Female,20/04/2018,46,2,3,Healthcare Representative,2,Single,47586,43260,1,Y,No,14,3,2,80,0,9,3,4,8,7,7,7
EMP0000531,27,No,Travel_Rarely,Italy,Turin,659,Research & Development,1,2,Life Sciences,1,531,3,Female,19/05/2017,68,3,5,Manufacturing Director,1,Married,20064,18240,1,Y,No,11,3,4,80,0,9,3,3,9,7,0,7
EMP0000533,47,No,Travel_Rarely,Poland,Krakow,762,Sales,14,4,Marketing,1,533,4,Male,16/11/2019,42,3,2,Sales Executive,1,Single,23199,21090,2,Y,No,12,3,4,80,0,20,2,3,7,7,1,7
EMP0000534,40,No,Travel_Frequently,France,Lyon,629,Sales,5,4,Life Sciences,1,534,4,Male,25/05/2008,48,2,3,Sales Executive,1,Married,19140,17400,5,Y,Yes,21,4,3,80,1,20,2,3,18,13,1,12
EMP0000537,60,No,Travel_Rarely,Italy,Rome,1278,Sales,16,4,Marketing,1,537,1,Male,28/01/2024,84,3,2,Sales Executive,1,Single,38907,35370,8,Y,No,14,3,4,80,0,10,1,3,2,2,2,2
EMP0000538,27,No,Travel_Frequently,United Kingdom,Manchester,318,Research & Development,10,2,Life Sciences,1,538,4,Male,27/12/2017,32,3,5,Manufacturing Director,1,Divorced,9702,8820,1,Y,No,21,4,3,80,2,9,4,2,9,7,1,7
EMP0000540,50,No,Travel_Rarely,United Kingdom,Birmingham,342,Sales,8,4,Marketing,1,540,4,Male,19/06/2024,54,3,1,Sales Representative,2,Married,10428,9480,7,Y,No,15,3,4,80,1,4,2,3,2,2,2,2
EMP0000541,28,Yes,Travel_Rarely,Netherlands,Amsterdam,709,Research & Development,1,2,Life Sciences,1,541,1,Female,21/01/2019,67,1,1,Research Scientist,2,Single,21582,19620,7,Y,Yes,13,3,4,80,0,10,4,3,7,7,3,7
EMP0000542,36,No,Non-Travel,France,Marseille,463,Research & Development,8,3,Life Sciences,1,542,1,Female,28/03/2018,63,4,5,Research Director,1,Married,14091,12810,9,Y,No,14,3,1,80,1,10,2,3,8,7,0,5
EMP0000551,23,No,Travel_Rarely,France,Paris,705,Research & Development,9,1,Medical,1,551,2,Male,08/11/2022,37,3,1,Laboratory Technician,1,Married,21450,19500,1,Y,No,14,3,4,80,1,5,2,4,4,3,0,2
EMP0000552,39,No,Travel_Rarely,Italy,Turin,152,Human Resources,3,3,Human Resources,1,552,3,Female,18/05/2018,44,4,2,Human Resources,2,Married,4653,4230,9,Y,No,15,3,3,80,1,12,3,1,8,3,3,6
EMP0000555,27,No,Travel_Rarely,Italy,Milan,1057,Research & Development,7,3,Medical,1,555,4,Female,16/10/2019,55,2,2,Healthcare Representative,1,Single,32175,29250,8,Y,No,19,3,1,80,0,9,2,1,7,6,0,7
EMP0000556,29,No,Travel_Rarely,Germany,Munich,1182,Sales,10,3,Marketing,1,556,4,Male,25/09/2024,83,3,1,Sales Representative,2,Divorced,35970,32700,1,Y,No,14,3,4,80,2,2,2,3,2,2,2,2
EMP0000558,35,No,Non-Travel,United Kingdom,London,1328,Research & Development,2,4,Life Sciences,1,558,4,Female,04/04/2025,61,3,2,Healthcare Representative,1,Divorced,40425,36750,2,Y,No,11,3,1,80,1,16,2,4,1,0,0,0
EMP0000561,34,No,Travel_Rarely,Spain,Valencia,181,Research & Development,8,5,Life Sciences,1,561,2,Female,25/10/2026,32,3,5,Manufacturing Director,1,Divorced,5511,5010,3,Y,No,14,3,3,80,1,7,3,3,0,0,0,0
EMP0000562,52,No,Travel_Rarely,United Kingdom,Manchester,673,Sales,3,4,Marketing,1,562,3,Male,19/02/1992,31,2,4,Manager,1,Married,20493,18630,1,Y,No,11,3,1,80,0,34,3,4,34,6,1,16
EMP0000569,55,Yes,Travel_Rarely,Netherlands,The Hague,786,Research & Development,2,3,Medical,1,569,4,Male,21/04/2021,78,3,5,Manager,1,Married,23925,21750,5,Y,Yes,13,3,4,80,1,24,2,3,5,2,1,4
EMP0000570,36,No,Non-Travel,Germany,Hamburg,1555,Sales,8,4,Life Sciences,1,570,1,Male,06/08/2016,76,2,3,Sales Executive,1,Single,47322,43020,1,Y,No,15,3,2,80,0,10,1,3,10,7,0,9
EMP0000574,26,Yes,Travel_Rarely,France,Nice,1243,Sales,8,3,Technical Degree,1,574,4,Male,15/07/2022,38,2,2,Sales Executive,1,Single,37818,34380,6,Y,No,17,3,3,80,0,6,2,2,4,3,1,2
EMP0000576,54,No,Travel_Rarely,Netherlands,Rotterdam,407,Research & Development,19,4,Medical,1,576,4,Female,01/03/2021,95,3,5,Manufacturing Director,1,Divorced,12408,11280,9,Y,Yes,11,3,2,80,2,9,4,3,5,3,1,4
EMP0000578,37,No,Travel_Rarely,Netherlands,Utrecht,619,Research & Development,10,1,Life Sciences,1,578,4,Female,18/02/2021,82,3,1,Research Scientist,1,Divorced,18843,17130,0,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3
EMP0000579,38,No,Travel_Frequently,France,Marseille,260,Research & Development,2,4,Life Sciences,1,579,1,Female,27/02/2011,75,4,5,Manufacturing Director,1,Single,7920,7200,6,Y,Yes,12,3,4,80,0,17,2,3,15,7,4,12
EMP0000580,34,No,Travel_Rarely,Germany,Frankfurt,131,Research & Development,2,4,Medical,1,580,3,Female,15/11/2020,86,2,1,Research Scientist,1,Single,3993,3630,1,Y,No,11,3,3,80,0,6,3,3,6,5,1,3
EMP0000583,40,No,Travel_Frequently,France,Marseille,858,Research & Development,2,2,Medical,1,583,3,Female,14/11/2018,38,4,2,Healthcare Representative,2,Married,26103,23730,1,Y,No,24,4,4,80,1,8,2,3,8,7,3,7
EMP0000584,34,No,Travel_Rarely,Germany,Hamburg,1205,Sales,8,2,Life Sciences,1,584,3,Female,27/11/2023,93,3,2,Sales Executive,1,Married,36663,33330,5,Y,No,17,3,2,80,1,6,1,3,3,2,1,2
EMP0000586,23,Yes,Travel_Rarely,United Kingdom,Leeds,1348,Research & Development,6,3,Life Sciences,1,586,3,Male,02/05/2026,63,4,1,Laboratory Technician,1,Married,41019,37290,1,Y,Yes,21,4,3,80,2,1,2,3,0,0,0,0
EMP0000587,24,No,Non-Travel,United Kingdom,London,1184,Research & Development,9,3,Life Sciences,1,587,3,Male,08/09/2025,60,2,1,Laboratory Technician,2,Divorced,36036,32760,1,Y,No,11,3,3,80,3,1,4,3,1,0,0,0
EMP0000590,29,Yes,Travel_Rarely,United Kingdom,London,873,Research & Development,1,2,Life Sciences,1,590,2,Female,24/05/2025,36,2,1,Laboratory Technician,1,Married,26565,24150,1,Y,Yes,11,3,4,80,1,1,1,3,1,0,0,0
EMP0000592,33,Yes,Travel_Rarely,France,Marseille,128,Sales,16,3,Marketing,1,592,1,Female,03/09/2023,69,3,2,Sales Executive,1,Single,3894,3540,5,Y,No,15,3,3,80,0,6,3,3,3,2,0,2
EMP0000594,36,No,Travel_Rarely,Germany,Frankfurt,733,Research & Development,1,3,Other,1,594,3,Female,17/10/2017,35,3,5,Manufacturing Director,2,Married,22308,20280,0,Y,No,15,3,1,80,1,10,2,3,9,7,0,5
EMP0000596,58,Yes,Travel_Rarely,France,Marseille,310,Research & Development,2,4,Life Sciences,1,596,4,Male,10/04/1995,31,3,5,Research Director,2,Single,9438,8580,7,Y,Yes,12,3,4,80,0,40,2,3,31,15,13,8
EMP0000600,36,No,Travel_Rarely,United Kingdom,Birmingham,1129,Human Resources,13,3,Human Resources,1,600,3,Male,08/03/2021,36,3,1,Human Resources,2,Married,34353,31230,4,Y,No,13,3,2,80,1,8,2,3,5,2,0,4
EMP0000605,42,No,Travel_Rarely,United Kingdom,London,1012,Research & Development,29,3,Life Sciences,1,605,2,Male,21/06/2017,98,3,5,Manufacturing Director,2,Married,30789,27990,1,Y,No,13,3,4,80,1,10,3,2,9,8,7,8
EMP0000606,38,No,Travel_Frequently,Germany,Frankfurt,510,Research & Development,12,3,Life Sciences,1,606,1,Male,08/07/2022,45,2,2,Healthcare Representative,1,Divorced,15543,14130,2,Y,No,15,3,3,80,1,13,3,2,4,3,1,2
EMP0000610,43,No,Travel_Rarely,Spain,Seville,638,Research & Development,14,2,Life Sciences,1,610,2,Male,04/01/2022,94,3,5,Research Director,1,Married,19437,17670,6,Y,No,24,4,3,80,1,22,3,3,4,1,1,0
EMP0000613,28,No,Travel_Rarely,France,Marseille,824,Sales,2,4,Marketing,1,613,2,Female,07/12/2018,81,3,2,Sales Executive,2,Married,25080,22800,1,Y,Yes,20,4,1,80,0,8,2,3,8,7,7,5
EMP0000618,44,No,Travel_Rarely,Germany,Cologne,678,Research & Development,4,3,Medical,1,618,4,Male,25/05/2021,50,3,2,Healthcare Representative,2,Single,20625,18750,9,Y,No,12,3,4,80,0,10,2,2,5,2,2,3
EMP0000619,25,No,Travel_Rarely,Italy,Naples,195,Research & Development,2,1,Medical,1,619,1,Male,12/07/2022,65,4,1,Research Scientist,1,Single,5940,5400,7,Y,No,13,3,3,80,0,6,3,2,4,3,0,1
EMP0000620,33,No,Travel_Rarely,Spain,Valencia,635,Sales,1,3,Medical,1,620,1,Male,18/11/2017,48,4,2,Sales Executive,1,Divorced,19338,17580,1,Y,No,22,4,1,80,1,9,5,3,9,8,0,8
EMP0000621,35,No,Travel_Rarely,United Kingdom,Leeds,1456,Research & Development,27,1,Medical,1,621,3,Female,10/12/2020,53,2,1,Research Scientist,1,Single,44319,40290,1,Y,No,11,3,4,80,0,6,3,2,6,5,1,1
EMP0000626,45,No,Travel_Rarely,Germany,Berlin,1008,Sales,9,3,Marketing,1,626,4,Male,14/12/2021,74,3,3,Sales Executive,1,Divorced,30690,27900,4,Y,Yes,12,3,3,80,1,18,2,3,5,4,0,2
