employee_id,age,attrition,business_travel,country,city,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hire_date,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
EMP0000702,53,No,Travel_Rarely,United Kingdom,Manchester,1492,S_ales,2,2,Medical,1,702,3,Male,21/12/2009,45,3,4,Manager,3,Divorced,45408,41280,6,Y,No,13,3,3,80,1,22,3,4,17,13,15,2
EMP0000703,30,No,Travel_Rarely,Germany,Berlin,250,S_ales,8,2,Other,1,703,3,Male,08/09/2018,62,3,3,Sales Executive,3,Divorced,7623,6930,5,Y,No,11,3,1,80,1,10,2,4,8,4,7,7
EMP0000704,38,No,Non-Travel,United Kingdom,Manchester,164,Sales  ,10,3,Technical Degree,1,704,3,Female,26/02/2021,85,3,2,Sales Executive,4,Single,5016,4560,1,Y,Yes,13,3,2,80,0,6,1,3,5,3,1,3
EMP0000705,35,No,Travel_Rarely,United Kingdom,Leeds,956,Sales  ,3,4,Life Sciences,1,705,4,Male,13/05/2016,92,3,3,Sales Executive,4,Divorced,29106,26460,6,Y,No,13,3,2,80,1,12,2,3,10,9,0,8
EMP0000706,39,No,Travel_Rarely,Poland,Krakow,979,Sales ,2,5,Life Sciences,1,706,1,Male,24/03/2018,41,4,3,Sales Executive,3,Single,29799,27090,0,Y,No,18,3,4,80,0,9,3,3,8,7,0,7
EMP0000707,40,Yes,Non-Travel,Germany,Frankfurt,1604,S_ales,24,3,Life Sciences,1,707,2,Female,20/07/2025,100,4,4,Sales Executive,2,Single,48807,44370,4,Y,Yes,16,3,4,80,0,22,2,2,1,0,0,0
EMP0000708,47,No,Travel_Frequently,Italy,Turin,1495,Research & Development,16,4,Medical,1,708,3,Male,27/09/2007,64,4,5,Manufacturing Director,3,Divorced,45507,41370,1,Y,Yes,19,3,3,80,0,,3,4,19,10,2,7
EMP0000709,36,No,Non-Travel,Germany,Cologne,1333,S_ales,8,4,Technical Degree,1,709,1,Male,12/07/2019,84,3,2,Sales Executive,4,Divorced,40557,36870,4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7
EMP0000710,31,Yes,Non-Travel,Spain,Bilbao,363,Research & Development,9,2,Medical,1,710,3,Male,13/08/2023,46,2,1,Research Scientist,1,Single,11055,10050,0,Y,Yes,22,4,1,80,0,4,0,3,3,2,1,2
EMP0000711,33,No,Non-Travel,Spain,Madrid,783,S_ales,17,3,Life Sciences,1,711,4,Male,09/05/2016,38,3,4,Manager,3,Single,23826,21660,1,Y,No,11,3,4,80,0,10,2,3,10,8,6,0
EMP0000712,29,Yes,Travel_Rarely,France,Paris,982,Research & Development,10,3,Life Sciences,1,712,4,Female,26/03/2026,92,2,1,Research Scientist,1,Single,29898,27180,6,Y,Yes,20,4,3,80,0,3,5,3,0,0,0,0
EMP0000713,33,No,Travel_Rarely,France,Lyon,500,Research & Development,13,1,Life Sciences,1,713,2,Female,11/09/2023,53,3,1,Research Scientist,4,Single,15213,13830,3,Y,No,18,3,1,80,0,5,4,3,3,2,0,2
EMP0000714,45,No,Travel_Rarely,Germany,Hamburg,1056,Research & Development,1,4,Medical,1,714,4,Female,08/02/2021,91,3,1,Laboratory Technician,4,Divorced,32142,29220,3,Y,No,14,3,4,80,2,8,2,3,5,3,0,2
EMP0000715,50,No,Travel_Rarely,Germany,Munich,1221,Research & Development,1,2,Medical,1,715,4,Male,13/12/2021,66,3,5,Research Director,4,Divorced,37158,33780,9,Y,No,22,4,3,80,1,32,1,2,5,4,1,3
EMP0000716,33,No,Travel_Frequently,Netherlands,Rotterdam,897,Research & Development,1,4,Other,1,716,3,Female,20/03/2020,84,4,2,Healthcare Representative,2,Married,27291,24810,1,Y,Yes,13,,1,80,1,6,2,3,6,5,1,2
EMP0000717,41,No,Travel_Frequently,Italy,Venice,911,Research & Development,9,3,Medical,1,717,1,Male,22/03/2008,64,3,5,Research Director,3,Divorced,27720,25200,2,Y,No,17,3,2,80,1,21,2,4,18,16,0,11
EMP0000718,27,No,Travel_Rarely,Netherlands,Amsterdam,1230,Research & Development,16,4,Technical Degree,1,718,3,Female,10/01/2024,37,3,1,Laboratory Technician,2,Married,37422,34020,9,Y,No,14,3,2,80,1,4,2,3,2,2,2,2
EMP0000719,45,No,Non-Travel,United Kingdom,Edinburgh,269,Research & Development,23,2,Life Sciences,1,719,4,Male,09/12/2017,42,3,2,Laboratory Technician,1,Married,,7440,1,Y,Yes,15,3,3,80,1,9,2,3,9,8,0,8
EMP0000720,47,No,Travel_Rarely,Spain,Barcelona,1035,S_ales,4,2,Life Sciences,1,720,4,Female,20/02/2017,83,3,2,Sales Executive,4,Single,31515,28650,1,Y,Yes,17,3,3,80,0,9,0,3,9,0,0,7
EMP0000721,30,Yes,Travel_Rarely,Netherlands,Utrecht,149,Research & Development,22,3,Life Sciences,1,721,1,Female,22/12/2021,48,3,1,Research Scientist,3,Married,4554,4140,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1
EMP0000722,50,No,Travel_Rarely,United Kingdom,Manchester,1018,Research & Development,24,3,Life Sciences,1,722,4,Male,18/08/2014,95,3,5,Manufacturing Director,3,Married,30987,28170,3,Y,Yes,18,3,4,80,1,22,2,3,12,11,1,5
EMP0000723,38,No,Travel_Frequently,United Kingdom,Edinburgh,1508,Research & Development,10,1,Medical,1,723,3,Male,09/09/2024,66,3,1,Research Scientist,3,Married,45903,41730,0,Y,No,17,3,2,80,1,3,0,2,2,1,0,2
EMP0000724,46,No,Travel_Rarely,Spain,Bilbao,614,Research & Development,7,2,Medical,1,724,4,Male,12/04/2018,75,3,5,Manufacturing Director,3,Divorced,18678,16980,6,Y,No,13,3,2,80,1,13,3,3,8,7,0,7
EMP0000725,24,No,Travel_Rarely,France,Nice,1308,Research & Development,17,1,Medical,1,725,4,Female,05/10/2022,41,2,5,Manufacturing Director,3,Divorced,39798,36180,1,Y,No,15,3,2,80,2,5,6,3,4,2,3,2
EMP0000726,35,Yes,Travel_Rarely,Italy,Milan,674,Research & Development,14,4,Other,1,726,3,Male,01/04/2022,39,2,1,Laboratory Technician,2,Divorced,20526,18660,1,Y,Yes,24,4,4,80,1,5,2,1,4,2,0,2
EMP0000727,31,No,Travel_Frequently,United Kingdom,Birmingham,925,Research & Development,1,1,Life Sciences,1,727,3,Female,22/06/2022,96,3,5,Manufacturing Director,1,Married,28149,25590,1,Y,No,12,3,3,80,1,4,1,3,4,3,0,3
EMP0000728,18,No,Non-Travel,Spain,Seville,311,Research & Development,5,2,Life Sciences,1,728,2,Male,21/10/2026,73,3,1,Research Scientist,4,Single,9471,8610,1,Y,No,15,3,4,80,0,0,2,3,0,0,0,0
EMP0000729,54,No,Travel_Rarely,United Kingdom,Leeds,1563,Research & Development,17,3,Technical Degree,1,729,3,Female,08/03/2016,56,3,5,Manufacturing Director,3,Married,,43230,8,Y,No,11,3,3,80,1,22,2,3,10,7,0,8
EMP0000730,35,No,Travel_Rarely,United Kingdom,Birmingham,632,Research & Development,25,4,Medical,1,730,3,Female,14/01/2010,57,3,3,Healthcare Representative,3,Divorced,19239,17490,1,Y,Yes,11,3,3,80,1,16,3,2,16,10,10,1
EMP0000731,30,No,Travel_Rarely,United Kingdom,London,165,Research & Development,8,2,Life Sciences,1,731,2,Female,04/05/2018,73,4,5,Research Director,1,Married,5049,4590,0,Y,Yes,12,3,3,80,3,9,4,2,8,7,1,7
EMP0000732,20,Yes,Travel_Rarely,Italy,Venice,1190,Research & Development,11,3,Medical,1,732,4,Female,06/10/2025,98,2,1,Research Scientist,1,Single,36201,32910,1,Y,Yes,15,3,1,80,0,1,2,3,1,0,0,0
EMP0000733,30,Yes,Travel_Frequently,France,Paris,118,Research & Development ,5,3,Medical,1,733,2,Female,15/12/2023,60,3,1,Laboratory Technician,2,Single,3597,3270,0,Y,No,17,3,1,80,0,4,3,3,3,2,1,2
EMP0000734,26,No,Travel_Rarely,France,Paris,1156,Research & Development,2,2,Medical,1,734,4,Male,26/05/2018,32,4,5,Manufacturing Director,4,Married,35178,31980,1,Y,No,12,3,2,80,0,8,2,3,8,7,1,3
EMP0000735,22,No,Travel_Rarely,Germany,Munich,235,Research & Development,8,1,Life Sciences,1,735,2,Male,14/01/2022,94,1,1,Laboratory Technician,1,Married,7161,6510,1,Y,No,15,3,1,80,1,4,3,2,4,3,1,1
EMP0000736,48,No,Travel_Rarely,Italy,Milan,300,Research & Development,6,3,Life Sciences,1,736,1,Male,19/12/2024,97,2,2,Healthcare Representative,3,Single,,8310,2,Y,No,13,3,4,80,0,19,0,3,2,2,2,2
EMP0000737,48,No,Travel_Rarely,Germany,Frankfurt,1469,Research & Development,4,4,Life Sciences,1,737,3,Male,02/11/2011,78,2,3,Healthcare Representative,3,Single,44715,40650,7,Y,No,14,3,2,80,0,,3,3,15,11,4,8
EMP0000738,41,No,Travel_Rarely,Italy,Turin,595,Research & Development,7,2,Medical,1,738,4,Female,19/10/2024,42,3,5,Manufacturing Director,3,Single,18117,16470,6,Y,No,14,3,2,80,0,8,6,3,2,2,2,1
EMP0000739,39,No,Travel_Rarely,Germany,Frankfurt,505,Research & Development,1,1,Life Sciences,1,739,4,Female,28/12/2005,65,2,5,Manufacturing Director,4,Married,15378,13980,1,Y,No,16,3,3,80,1,21,3,3,21,6,11,8
EMP0000740,27,No,Travel_Rarely,Germany,Cologne,1144,Research & Development,2,4,Life Sciences,1,740,1,Female,03/10/2023,47,3,5,Manufacturing Director,4,Married,34815,31650,0,Y,No,18,,2,80,1,4,2,3,3,2,2,2
EMP0000741,35,No,Travel_Rarely,Germany,Munich,870,Research & Development,10,3,Other,1,741,2,Male,23/07/2023,45,3,1,Laboratory Technician,4,Divorced,396990,24060,1,Y,No,20,4,1,80,1,3,4,2,3,2,1,2
EMP0000742,42,No,Travel_Rarely,Germany,Berlin,287,SALES,5,2,Marketing,1,742,4,Male,13/10/2025,90,3,5,Manager,3,Married,8745,7950,6,Y,No,13,3,2,80,0,21,3,4,1,0,0,0
EMP0000743,50,No,Travel_Rarely,Spain,Seville,872,Research & Development,9,3,Life Sciences,1,743,1,Male,23/12/2025,64,3,1,Laboratory Technician,4,Married,26532,24120,4,Y,No,18,3,2,80,0,8,5,3,1,0,0,0
EMP0000744,59,No,Travel_Rarely,France,Marseille,775,Research & Development,2,3,Life Sciences,1,744,3,Female,18/12/2021,69,2,5,Manufacturing Director,4,Single,23595,21450,3,Y,Yes,13,3,1,80,0,30,4,3,5,3,4,3
EMP0000745,37,Yes,Travel_Rarely,United Kingdom,Manchester,1237,Research & Development,11,2,Medical,1,745,1,Female,12/09/2025,61,1,2,Healthcare Representative,2,Married,37653,34230,5,Y,No,15,3,1,80,0,15,2,1,1,0,0,0
EMP0000746,55,No,Travel_Frequently,Italy,Rome,146,Research & Development,18,4,Medical,1,746,3,Male,22/04/2018,62,3,2,Healthcare Representative,2,Married,4455,4050,3,Y,Yes,14,3,4,80,2,17,3,3,8,7,6,7
EMP0000747,41,No,Non-Travel,Germany,Cologne,267,Research & Development,7,1,Life Sciences,1,747,2,Female,17/03/2005,55,1,5,Research Director,3,Divorced,8151,7410,1,Y,No,22,4,2,80,2,21,3,3,21,16,5,10
EMP0000748,38,No,Travel_Rarely,France,Marseille,1122,S_ales,3,4,Life Sciences,1,748,2,Male,17/12/2025,42,3,2,Sales Executive,4,Single,34155,31050,8,Y,Yes,12,3,3,80,0,19,1,3,1,0,0,0
EMP0000749,26,Yes,Non-Travel,Netherlands,Utrecht,287,S_ales,29,2,Medical,1,749,2,Male,17/01/2024,79,1,2,Sales Executive,1,Single,8745,7950,8,Y,No,18,3,4,80,0,7,6,3,2,2,2,2
EMP0000750,52,Yes,Travel_Rarely,France,Lyon,288,S_ales,2,1,Marketing,1,750,1,Female,16/09/1994,57,1,5,Manager,4,Married,8778,7980,1,Y,No,15,3,4,80,1,33,3,3,32,14,6,9
EMP0000751,44,No,Travel_Rarely,United Kingdom,Edinburgh,1570,S_ales,28,3,Medical,1,751,4,Female,13/05/2014,53,4,4,Sales Executive,4,Married,47784,43440,3,Y,Yes,18,3,3,80,1,23,2,3,12,11,11,11
EMP0000752,50,No,Non-Travel,Netherlands,Utrecht,157,Sales ,1,3,Life Sciences,1,752,4,Female,13/10/2008,95,3,2,Sales Executive,3,Married,4785,4350,0,Y,No,12,3,1,80,1,19,3,3,18,7,0,13
EMP0000753,36,Yes,Travel_Rarely,France,Toulouse,960,Research & Development ,16,4,Life Sciences,1,753,3,Female,08/07/2009,43,4,1,Laboratory Technician,1,Single,29205,26550,1,Y,No,16,3,3,80,0,18,1,3,17,13,15,14
EMP0000754,39,No,Travel_Frequently,Germany,Hamburg,1025,Research & Development,22,3,Medical,1,754,4,Female,04/07/2005,82,3,5,Manufacturing Director,1,Single,,28350,1,Y,Yes,13,3,3,80,0,21,2,3,21,6,2,8
EMP0000755,33,No,Non-Travel,United Kingdom,Leeds,1126,sales,8,1,Life Sciences,1,755,2,Female,11/08/2024,88,2,1,Sales Representative,4,Single,34254,31140,0,Y,No,19,3,4,80,0,3,2,2,2,2,2,2
EMP0000756,45,No,Travel_Rarely,Spain,Barcelona,0,Sales ,11,2,Life Sciences,1,756,4,Female,02/10/2017,90,3,4,Manager,4,Married,40722,37020,3,Y,No,13,3,2,80,1,26,4,4,9,3,1,1
EMP0000757,32,No,Non-Travel,France,Marseille,1203,Research & Development,29,4,Medical,1,757,4,Female,27/01/2018,69,3,1,Laboratory Technician,3,Single,36597,33270,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7
EMP0000758,34,No,Travel_Rarely,France,Lyon,234,sales,1,4,Marketing,1,758,2,Male,09/06/2011,75,4,2,Sales Executive,4,Divorced,7128,6480,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9
EMP0000759,59,No,Travel_Rarely,Italy,Turin,1181,SALES,1,2,Technical Degree,1,759,2,Male,22/08/2020,66,3,3,Manager,4,Married,35937,32670,3,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4
EMP0000760,45,No,Travel_Rarely,Spain,Madrid,854,Human Resources,24,4,Medical,1,760,2,Male,20/12/2020,36,3,1,Human Resources,2,Single,26004,23640,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4
EMP0000761,53,No,Travel_Frequently,United Kingdom,London,134,SALES,2,3,Marketing,1,761,3,Female,04/09/2011,38,2,3,Sales Executive,2,Married,4092,3720,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12
EMP0000762,36,Yes,Travel_Rarely,Germany,Cologne,715,Research & Development,15,3,Other,1,762,1,Male,12/12/2025,81,3,2,Laboratory Technician,3,Divorced,21780,19800,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0
EMP0000763,26,Yes,Travel_Frequently,United Kingdom,London,371,Research & Development,2,3,Life Sciences,1,763,1,Male,24/05/2023,57,3,1,Research Scientist,1,Married,11286,10260,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2
EMP0000764,34,No,Travel_Rarely,Spain,Valencia,1446,sales,10,4,Life Sciences,1,764,3,Female,18/02/2025,87,3,1,Sales Representative,3,Married,43989,39990,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0
EMP0000765,28,No,Travel_Rarely,United Kingdom,London,1241,Sales ,10,1,Medical,1,765,4,Male,08/01/2025,74,3,1,Sales Representative,2,Married,37752,34320,1,Y,No,22,4,2,80,0,1,5,3,1,0,0,0
EMP0000766,38,No,Travel_Frequently,France,Marseille,1286,Research & Development,3,4,Other,1,766,3,Male,01/10/2024,44,3,1,Research Scientist,3,Married,39138,35580,3,Y,No,16,3,1,80,1,8,2,3,2,2,2,2
EMP0000767,50,No,Travel_Rarely,Spain,Valencia,1588,Research & Development,2,4,Medical,1,767,2,Male,23/04/2018,62,3,5,Research Director,3,Married,48312,43920,2,Y,Yes,11,3,4,80,1,29,2,2,8,1,7,7
EMP0000768,37,No,Travel_Rarely,Italy,Milan,134,Research & Development,3,3,Other,1,768,4,Female,24/11/2022,35,3,2,Healthcare Representative,,Single,4092,3720,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1
EMP0000769,40,No,Travel_Rarely,Germany,Frankfurt,325,sales,26,3,Marketing,1,769,3,Male,25/10/2019,74,3,2,Sales Executive,1,Married,9900,9000,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5
EMP0000770,26,No,Travel_Frequently,Italy,Turin,999,Research & Development,1,1,Medical,1,770,1,Female,10/04/2021,66,2,1,Research Scientist,3,Divorced,30393,27630,1,Y,No,13,3,3,80,2,5,5,3,5,3,1,3
EMP0000771,46,No,Travel_Rarely,United Kingdom,Manchester,466,Research & Development,1,4,Medical,1,771,4,Male,22/02/2024,40,3,5,Research Director,4,Divorced,14190,12900,9,Y,No,17,3,4,80,2,23,0,3,2,2,2,2
EMP0000772,54,No,Travel_Rarely,Italy,Milan,1173,SALES,2,4,Life Sciences,1,772,3,Female,18/02/2017,41,2,3,Sales Executive,3,Married,35706,32460,6,Y,No,11,3,2,80,1,13,4,3,9,4,7,0
EMP0000773,56,No,Travel_Frequently,United Kingdom,London,1345,Research & Development,9,3,Medical,1,773,1,Female,22/04/2021,63,3,1,Research Scientist,3,Married,40920,37200,2,Y,No,19,3,2,80,1,18,4,3,5,4,0,3
EMP0000774,36,No,Travel_Rarely,Germany,Hamburg,863,Research & Development ,12,5,Medical,1,774,4,Female,16/11/2012,51,2,5,Manufacturing Director,4,Single,26268,23880,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8
EMP0000775,55,No,Non-Travel,Spain,Seville,481,Research & Development,2,1,Medical,1,775,3,Male,14/03/2017,40,2,4,Manager,1,Single,14652,13320,7,Y,No,15,3,2,80,0,31,3,4,9,7,6,2
EMP0000776,43,No,Travel_Rarely,United Kingdom,London,450,SALES,25,3,Medical,1,776,3,Male,04/09/2025,79,2,3,Sales Executive,4,Divorced,13695,12450,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0
EMP0000777,20,Yes,Travel_Frequently,United Kingdom,Edinburgh,834,Sales ,9,3,Marketing,1,777,4,Female,21/01/2024,54,3,1,Sales Representative,4,Single,25377,23070,1,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2
EMP0000778,21,Yes,Travel_Rarely,Spain,Bilbao,1447,Research & Development,10,3,Life Sciences,1,778,3,Female,19/01/2025,36,2,1,Laboratory Technician,1,Single,44022,40020,1,Y,No,13,3,1,80,0,1,6,2,1,0,1,0
EMP0000779,46,No,Travel_Rarely,Spain,Seville,1088,Research & Development,8,4,Life Sciences,1,779,4,Female,09/01/2010,74,2,2,Research Scientist,1,Divorced,33099,30090,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7
EMP0000780,51,Yes,Travel_Rarely,France,Lyon,1435,Research & Development,4,4,Life Sciences,1,780,1,Male,06/11/2016,34,3,1,Research Scientist,3,Married,43659,39690,9,Y,Yes,12,,3,80,3,18,2,4,10,0,2,7
EMP0000781,28,Yes,Non-Travel,Spain,Valencia,1481,Research & Development,24,2,Technical Degree,1,781,2,Male,21/10/2016,72,2,3,Healthcare Representative,1,Single,45078,40980,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9
EMP0000782,26,No,Travel_Rarely,France,Marseille,208,Research & Development,1,2,Medical,1,782,1,Male,21/09/2021,59,2,1,Laboratory Technician,1,Married,6336,5760,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3
EMP0000783,30,No,Travel_Rarely,Germany,Cologne,1275,Research & Development,20,3,Other,1,783,3,Male,12/02/2020,85,3,5,Manufacturing Director,1,Married,38808,35280,0,Y,No,15,,3,80,1,7,1,2,6,2,0,2
EMP0000784,41,No,Travel_Rarely,Germany,Frankfurt,552,Research & Development,7,2,Technical Degree,1,784,2,Female,13/11/2016,43,4,1,Research Scientist,3,Married,16797,15270,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8
EMP0000785,38,No,Travel_Rarely,United Kingdom,Edinburgh,357,Research & Development,17,1,Life Sciences,1,785,3,Female,26/05/2007,65,2,3,Healthcare Representative,3,Married,10890,9900,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9
EMP0000786,40,No,Travel_Rarely,Netherlands,The Hague,1618,Research & Development,20,4,Technical Degree,1,786,1,Male,22/10/2015,61,3,3,Healthcare Representative,,Married,49236,44760,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1
EMP0000787,27,No,Non-Travel,France,Nice,1385,Research & Development,8,5,Life Sciences,1,787,1,Male,03/11/2023,87,1,1,Laboratory Technician,3,Married,42141,38310,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2
EMP0000788,55,No,Travel_Frequently,Germany,Berlin,1183,Research & Development,2,1,Life Sciences,1,788,4,Male,03/09/2023,65,3,5,Manufacturing Director,2,Married,36003,32730,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2
EMP0000789,28,No,Travel_Rarely,Germany,Frankfurt,929,Research & Development,10,3,Other,1,789,3,Female,10/01/2018,59,3,2,Research Scientist,3,Single,28281,25710,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7
EMP0000790,44,Yes,Travel_Rarely,Netherlands,Rotterdam,1492,Human Resources,1,2,Medical,1,790,2,Male,11/10/2006,91,2,3,Human Resources,1,Married,45408,41280,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6
EMP0000791,33,No,Travel_Rarely,United Kingdom,Manchester,709,Research & Development,5,3,Life Sciences,1,791,4,Male,08/01/2023,34,2,3,Healthcare Representative,4,Divorced,,19620,4,Y,No,15,3,3,80,1,9,2,3,3,2,1,2
EMP0000792,35,Yes,Travel_Rarely,France,Lyon,1306,sales,4,3,Technical Degree,1,792,4,Male,06/02/2018,86,3,3,Sales Executive,1,Single,39732,36120,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7
EMP0000793,33,Yes,Travel_Frequently,France,Lyon,897,Research & Development,29,4,Medical,1,793,1,Female,04/09/2013,54,2,2,Research Scientist,3,Single,27291,24810,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8
EMP0000794,28,No,Travel_Rarely,France,Nice,970,Research & Development,15,2,Life Sciences,1,794,1,Male,21/11/2022,50,3,1,Laboratory Technician,3,Divorced,29535,26850,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2
EMP0000795,34,No,Travel_Frequently,United Kingdom,Edinburgh,670,Research & Development,3,1,Life Sciences,1,795,1,Male,04/08/2020,45,3,2,Healthcare Representative,4,Single,20394,18540,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4
EMP0000796,37,No,Travel_Rarely,Italy,Rome,335,Sales ,10,4,Life Sciences,1,796,4,Female,14/11/2025,88,2,2,Sales Executive,4,Divorced,10197,9270,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0
EMP0000797,25,Yes,Travel_Rarely,Netherlands,Amsterdam,1322,Research & Development,4,1,Technical Degree,1,797,4,Male,21/01/2019,32,3,1,Laboratory Technician,4,Married,40227,36570,1,Y,Yes,15,3,2,80,1,7,3,4,7,7,5,6
EMP0000798,26,Yes,Travel_Rarely,France,Paris,1442,Research & Development,21,3,Medical,1,798,1,Male,28/02/2025,37,3,1,Laboratory Technician,3,Divorced,43890,39900,1,Y,No,20,4,3,80,1,,0,2,1,1,0,0
EMP0000799,33,Yes,Travel_Rarely,Spain,Madrid,1103,Research & Development ,25,3,Medical,1,799,1,Male,01/01/2024,55,2,1,Research Scientist,2,Single,33561,30510,4,Y,Yes,20,4,2,80,0,5,0,3,2,2,2,2
EMP0000800,42,No,Travel_Rarely,Netherlands,Utrecht,508,Research & Development,2,2,Medical,1,800,4,Male,10/08/2004,35,3,4,Manager,1,Married,15477,14070,0,Y,No,17,3,4,80,1,23,3,3,22,6,13,7
EMP0000801,28,Yes,Travel_Frequently,Spain,Barcelona,1094,Research & Development,1,3,Medical,1,801,1,Male,25/11/2025,45,2,1,Laboratory Technician,2,Divorced,33297,30270,1,Y,No,15,3,1,80,2,1,2,3,1,0,0,0
EMP0000802,50,Yes,Travel_Frequently,United Kingdom,Birmingham,1040,SALES,1,4,Other,1,802,4,Male,23/10/2026,81,3,2,Sales Executive,3,Single,31647,28770,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0
EMP0000803,33,No,Travel_Frequently,France,Paris,1052,sales,7,3,Life Sciences,1,803,4,Female,24/08/2023,30,3,2,Sales Executive,2,Married,32010,29100,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2
EMP0000804,34,No,Non-Travel,France,Lyon,756,Research & Development,3,4,Life Sciences,1,804,3,Male,11/12/2026,40,2,1,Research Scientist,4,Married,,20910,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0
EMP0000805,48,No,Non-Travel,Germany,Hamburg,1369,Research & Development,1,4,Medical,1,805,1,Male,08/05/2021,35,4,4,Manager,4,Single,41646,37860,2,Y,No,22,4,3,80,0,27,3,2,5,4,2,1
EMP0000806,45,No,Non-Travel,Spain,Seville,1139,SALES,9,4,Life Sciences,1,806,2,Female,07/08/2011,65,2,2,Sales Executive,3,Married,34650,31500,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12
EMP0000807,52,No,Travel_Rarely,Netherlands,Eindhoven,1078,Research & Development,7,4,Life Sciences,1,807,2,Male,14/03/2018,87,3,3,Healthcare Representative,2,Single,32802,29820,7,Y,No,19,3,4,80,0,18,4,3,8,6,4,0
EMP0000808,38,No,Travel_Rarely,Netherlands,The Hague,835,Sales ,10,4,Marketing,1,808,3,Male,02/09/2018,73,2,3,Sales Executive,3,Divorced,25410,23100,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7
EMP0000809,29,No,Travel_Rarely,Germany,Hamburg,1200,Research & Development,28,4,Life Sciences,1,809,3,Female,23/09/2019,93,3,1,Research Scientist,4,Divorced,36531,33210,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7
EMP0000810,28,No,Travel_Rarely,United Kingdom,Birmingham,1030,Research & Development,3,3,Medical,1,810,4,Female,21/11/2017,93,3,5,Manufacturing Director,2,Divorced,31350,28500,0,Y,No,17,3,2,80,3,10,3,2,9,7,1,7
EMP0000811,46,No,Travel_Rarely,Poland,Wroclaw,440,sales,3,1,Marketing,1,811,1,Male,10/11/2014,52,3,4,Manager,3,Married,13398,12180,3,Y,No,12,3,4,80,1,23,3,3,12,9,4,9
EMP0000812,38,No,Travel_Rarely,Italy,Venice,141,SALES,2,2,Marketing,1,812,4,Male,25/04/2025,32,3,3,Sales Executive,2,Single,,3900,7,Y,No,16,3,3,80,0,10,2,3,1,0,0,0
EMP0000813,43,No,Travel_Frequently,United Kingdom,Leeds,1173,Research & Development,27,3,Life Sciences,1,813,3,Female,10/11/2018,83,3,5,Manufacturing Director,1,Married,35706,32460,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1
EMP0000814,39,Yes,Travel_Frequently,Netherlands,Rotterdam,220,Research & Development,2,3,Life Sciences,1,814,1,Male,04/06/2008,84,3,4,Healthcare Representative,4,Divorced,6699,6090,7,Y,No,11,3,4,80,3,21,4,3,18,7,11,5
EMP0000815,40,No,Travel_Rarely,Italy,Turin,1418,Research & Development,14,3,Medical,1,815,3,Male,10/09/2006,44,2,5,Research Director,3,Single,43164,39240,1,Y,No,14,3,1,80,0,21,2,4,20,7,4,9
EMP0000816,21,No,Travel_Rarely,France,Toulouse,1067,Research & Development,1,1,Technical Degree,1,816,4,Female,10/09/2024,70,2,1,Research Scientist,2,Single,32472,29520,1,Y,Yes,11,3,3,80,0,2,6,4,2,2,2,2
