"age","gender","marital_status","over18","attrition","business_travel","distance_from_home","department","job_role","job_level","employee_number","employee_count","monthly_income","monthly_rate","daily_rate","hourly_rate","percent_salary_hike","stock_option_level","education","education_field","training_times_last_year","environment_satisfaction","job_involvement","job_satisfaction","performance_rating","relationship_satisfaction","work_life_balance","num_companies_worked","total_working_years","years_at_company","years_in_current_role","years_since_last_promotion","years_with_curr_manager","over_time","standard_hours"
42,Female,Divorced,Y,No,Travel_Rarely,1,Research & Development,Laboratory Technician,1,517,1,2576,20490,201,95,16,1,4,Life Sciences,5,2,3,1,3,2,3,3,8,5,2,1,2,No,80
37,Male,Single,Y,No,Travel_Rarely,10,Research & Development,Manufacturing Director,2,518,1,4197,21123,1305,49,12,0,4,Life Sciences,2,3,3,2,3,4,2,2,18,1,0,0,1,Yes,80
43,Male,Divorced,Y,No,Travel_Rarely,12,Research & Development,Research Director,4,520,1,14336,4345,982,59,11,1,3,Life Sciences,3,1,2,2,3,3,3,1,25,25,10,3,9,No,80
40,Female,Married,Y,No,Travel_Rarely,2,Research & Development,Laboratory Technician,2,521,1,3448,13436,555,78,22,1,3,Medical,3,2,2,3,4,2,3,6,20,1,0,0,0,No,80
54,Male,Married,Y,No,Travel_Rarely,5,Research & Development,Research Director,5,522,1,19406,8509,821,86,11,1,2,Medical,4,1,3,1,3,3,2,4,24,4,2,1,2,No,80
34,Female,Married,Y,No,Non-Travel,4,Sales,Sales Executive,2,523,1,6538,12740,1381,72,15,1,4,Marketing,3,3,3,3,3,1,3,9,6,3,2,1,2,No,80
31,Female,Married,Y,No,Travel_Rarely,7,Research & Development,Manufacturing Director,2,524,1,4306,4156,480,31,12,1,2,Medical,5,2,3,1,3,2,1,1,13,13,10,3,12,No,80
43,Male,Married,Y,No,Travel_Frequently,21,Research & Development,Laboratory Technician,1,525,1,2258,15238,313,61,20,1,3,Medical,1,4,3,4,4,1,3,7,8,3,2,1,2,No,80
43,Female,Divorced,Y,No,Travel_Rarely,8,Research & Development,Healthcare Representative,2,526,1,4522,2227,1473,74,14,0,4,Other,3,3,3,3,3,4,3,4,8,5,2,0,2,Yes,80
25,Female,Single,Y,No,Travel_Rarely,4,Sales,Sales Executive,2,527,1,4487,12090,891,99,11,0,2,Life Sciences,3,2,2,4,3,2,3,1,5,5,4,1,3,Yes,80
37,Female,Married,Y,No,Non-Travel,25,Research & Development,Research Scientist,2,529,1,4449,23866,1063,72,15,2,5,Medical,2,2,3,3,3,1,3,3,15,13,11,10,7,Yes,80
31,Male,Married,Y,No,Travel_Rarely,1,Research & Development,Laboratory Technician,1,530,1,2218,16193,329,98,12,1,2,Life Sciences,3,4,2,1,3,3,3,1,4,4,2,3,2,No,80
39,Male,Divorced,Y,No,Travel_Frequently,1,Research & Development,Manager,5,531,1,19197,8213,1218,52,14,1,1,Life Sciences,3,2,3,3,3,3,3,1,21,21,8,1,6,Yes,80
56,Female,Married,Y,No,Travel_Frequently,6,Sales,Sales Executive,4,532,1,13212,18256,906,86,11,3,3,Life Sciences,0,3,4,1,3,4,2,9,36,7,7,7,7,No,80
30,Female,Single,Y,No,Travel_Rarely,12,Sales,Sales Executive,2,533,1,6577,19558,1082,83,11,0,3,Technical Degree,6,2,3,3,3,2,3,0,6,5,4,4,4,No,80
41,Male,Married,Y,No,Travel_Rarely,1,Sales,Sales Executive,3,534,1,8392,19566,645,49,16,1,3,Marketing,2,2,4,1,3,3,3,1,10,10,7,0,7,No,80
28,Male,Divorced,Y,No,Travel_Rarely,17,Research & Development,Laboratory Technician,2,536,1,4558,13535,1300,79,12,1,2,Medical,2,3,3,1,3,4,3,1,10,10,0,1,8,No,80
25,Male,Married,Y,Yes,Travel_Rarely,3,Research & Development,Laboratory Technician,1,538,1,4031,9396,688,91,13,1,3,Medical,5,1,3,1,3,3,3,5,6,2,2,0,2,No,80
52,Male,Married,Y,No,Travel_Rarely,3,Research & Development,Manufacturing Director,3,543,1,7969,19609,319,39,14,0,3,Medical,4,4,2,3,3,3,3,2,28,5,4,0,4,Yes,80
45,Male,Married,Y,No,Travel_Rarely,10,Research & Development,Research Scientist,1,544,1,2654,9655,192,69,21,2,2,Life Sciences,3,1,3,4,4,4,2,3,8,2,2,0,2,No,80
52,Female,Married,Y,No,Travel_Rarely,4,Research & Development,Manager,4,546,1,16555,10310,1490,30,13,0,2,Life Sciences,2,4,3,4,3,4,1,2,31,5,2,1,4,No,80
42,Female,Divorced,Y,No,Travel_Frequently,29,Research & Development,Research Scientist,2,547,1,4556,12932,532,92,11,1,2,Life Sciences,3,1,3,3,3,2,3,2,19,5,4,0,2,No,80
30,Female,Single,Y,No,Travel_Rarely,2,Research & Development,Manufacturing Director,2,548,1,6091,24793,317,43,20,0,3,Life Sciences,2,3,1,4,4,3,3,2,11,5,4,0,2,No,80
60,Female,Married,Y,No,Travel_Rarely,7,Research & Development,Manager,5,549,1,19566,3854,422,41,11,0,3,Life Sciences,5,1,3,1,3,4,1,5,33,29,8,11,10,No,80
46,Female,Divorced,Y,No,Travel_Rarely,18,Research & Development,Manufacturing Director,2,550,1,4810,26314,1485,87,14,1,3,Medical,5,3,3,3,3,3,2,2,19,10,7,0,8,No,80
42,Female,Married,Y,No,Travel_Frequently,28,Research & Development,Healthcare Representative,2,551,1,4523,4386,1368,88,11,3,4,Technical Degree,4,4,2,4,3,4,4,0,7,6,5,0,4,No,80
24,Female,Single,Y,Yes,Travel_Rarely,1,Sales,Sales Representative,1,554,1,3202,21972,1448,62,16,0,1,Technical Degree,4,1,3,2,3,2,3,1,6,5,3,1,4,Yes,80
34,Female,Divorced,Y,Yes,Travel_Frequently,6,Sales,Sales Representative,1,555,1,2351,12253,296,33,16,1,2,Marketing,3,4,1,3,3,4,2,0,3,2,2,1,0,No,80
38,Male,Married,Y,No,Travel_Frequently,2,Research & Development,Laboratory Technician,1,556,1,1702,12106,1490,42,23,1,2,Life Sciences,3,4,3,4,4,3,3,1,1,1,0,0,0,Yes,80
40,Female,Married,Y,No,Travel_Rarely,2,Sales,Manager,5,558,1,18041,13022,1398,79,14,0,4,Life Sciences,2,3,3,3,3,4,3,0,21,20,15,1,12,No,80
26,Female,Divorced,Y,No,Travel_Rarely,23,Research & Development,Research Scientist,1,560,1,2886,3032,1349,90,22,2,3,Life Sciences,3,1,3,4,4,2,1,1,3,3,2,0,2,No,80
30,Male,Married,Y,No,Non-Travel,3,Research & Development,Laboratory Technician,1,562,1,2097,16734,1400,53,15,1,3,Life Sciences,3,3,3,4,3,3,1,4,9,5,3,1,4,No,80
29,Male,Married,Y,No,Travel_Rarely,3,Research & Development,Research Director,3,564,1,11935,21526,986,93,18,0,4,Medical,2,2,2,3,3,3,3,1,10,10,2,0,7,No,80
29,Female,Married,Y,Yes,Travel_Rarely,25,Research & Development,Research Scientist,1,565,1,2546,18300,408,71,16,0,5,Technical Degree,2,3,2,2,3,2,4,5,6,2,2,1,1,No,80
19,Male,Single,Y,Yes,Travel_Rarely,2,Human Resources,Human Resources,1,566,1,2564,18437,489,52,12,0,2,Technical Degree,3,1,2,4,3,3,4,1,1,1,0,0,0,No,80
30,Female,Married,Y,No,Non-Travel,22,Sales,Sales Executive,3,567,1,8412,2890,1398,69,11,0,4,Other,3,3,3,1,3,3,3,0,10,9,8,7,8,No,80
57,Male,Divorced,Y,No,Travel_Rarely,29,Sales,Manager,4,568,1,14118,22102,210,56,12,1,3,Marketing,3,1,2,4,3,3,2,3,32,1,0,0,0,No,80
50,Male,Married,Y,No,Travel_Rarely,29,Research & Development,Manager,4,569,1,17046,9314,1099,88,15,1,4,Life Sciences,2,2,2,3,3,2,3,0,28,27,10,15,7,No,80
30,Female,Single,Y,No,Non-Travel,2,Research & Development,Laboratory Technician,1,571,1,2564,7181,1116,49,14,0,3,Medical,2,3,3,4,3,3,2,0,12,11,7,6,7,No,80
60,Female,Married,Y,No,Travel_Frequently,28,Sales,Sales Executive,3,573,1,10266,2845,1499,80,19,0,3,Marketing,5,3,2,1,3,4,4,4,22,18,13,13,11,No,80
47,Female,Divorced,Y,No,Travel_Rarely,2,Research & Development,Manufacturing Director,2,574,1,5070,7389,983,65,13,3,2,Medical,2,1,3,4,3,3,3,5,20,5,0,0,4,No,80
46,Male,Married,Y,No,Travel_Rarely,2,Research & Development,Research Director,4,575,1,17861,2288,1009,51,13,0,3,Life Sciences,2,1,3,3,3,3,1,6,26,3,2,0,1,No,80
35,Male,Single,Y,No,Travel_Rarely,22,Research & Development,Laboratory Technician,1,577,1,4230,19225,144,46,15,0,3,Life Sciences,2,4,1,3,3,3,3,0,6,5,4,4,3,No,80
54,Female,Single,Y,No,Travel_Rarely,8,Research & Development,Laboratory Technician,2,578,1,3780,23428,548,42,11,0,4,Life Sciences,3,3,3,3,3,3,3,7,19,1,0,0,0,No,80
34,Male,Divorced,Y,No,Travel_Rarely,2,Research & Development,Research Scientist,1,579,1,2768,8416,1303,62,12,1,4,Life Sciences,3,4,2,3,3,3,3,3,14,7,3,5,7,No,80
46,Female,Married,Y,No,Travel_Rarely,10,Sales,Sales Executive,3,580,1,9071,11563,1125,94,19,1,3,Marketing,3,3,2,4,3,3,3,2,15,3,2,1,2,Yes,80
31,Male,Divorced,Y,No,Travel_Rarely,9,Research & Development,Manufacturing Director,3,581,1,10648,14394,1274,33,25,1,1,Life Sciences,6,3,3,2,4,4,4,1,13,13,8,0,8,No,80
33,Male,Married,Y,Yes,Travel_Rarely,15,Research & Development,Manager,3,582,1,13610,24619,1277,56,12,0,1,Medical,2,2,3,3,3,4,4,7,15,7,6,7,7,Yes,80
33,Male,Divorced,Y,Yes,Travel_Rarely,10,Research & Development,Laboratory Technician,1,584,1,3408,6705,587,38,13,3,1,Medical,2,1,1,4,3,1,3,7,8,4,3,1,3,No,80
30,Male,Single,Y,No,Travel_Rarely,7,Sales,Sales Representative,1,585,1,2983,18398,413,57,14,0,1,Marketing,3,4,3,2,3,1,3,0,4,3,2,1,2,No,80
35,Male,Married,Y,No,Travel_Rarely,16,Research & Development,Healthcare Representative,3,586,1,7632,14295,1276,72,12,0,3,Life Sciences,2,4,3,3,3,3,3,4,10,8,7,0,0,Yes,80
31,Male,Married,Y,Yes,Travel_Frequently,20,Research & Development,Healthcare Representative,3,587,1,9824,22908,534,66,12,0,3,Life Sciences,2,1,3,3,3,1,3,3,12,1,0,0,0,No,80
34,Female,Divorced,Y,Yes,Travel_Frequently,23,Human Resources,Human Resources,3,590,1,9950,11533,988,43,15,3,3,Human Resources,2,2,3,1,3,3,3,9,11,3,2,0,2,Yes,80
42,Male,Married,Y,No,Travel_Frequently,5,Research & Development,Laboratory Technician,1,591,1,2093,9260,1474,97,17,1,2,Other,4,2,3,3,3,4,3,4,8,2,2,2,0,No,80
36,Male,Single,Y,No,Non-Travel,10,Sales,Sales Executive,3,592,1,9980,15318,635,32,14,0,4,Medical,3,2,3,4,3,4,2,1,10,10,3,9,7,No,80
22,Male,Single,Y,Yes,Travel_Frequently,4,Research & Development,Laboratory Technician,1,593,1,3894,9129,1368,99,16,0,1,Technical Degree,3,3,2,3,3,3,3,5,4,2,2,1,2,No,80
48,Female,Married,Y,No,Travel_Rarely,2,Sales,Sales Executive,2,595,1,4051,19658,163,37,14,1,5,Marketing,2,2,3,4,3,1,3,2,14,9,7,6,7,No,80
55,Female,Single,Y,No,Travel_Rarely,18,Sales,Manager,4,597,1,16835,9873,1117,83,23,0,5,Life Sciences,2,1,3,2,4,4,3,3,37,10,9,7,7,No,80
41,Male,Single,Y,No,Non-Travel,10,Sales,Sales Executive,2,599,1,6230,13430,267,56,14,0,2,Life Sciences,3,4,3,4,3,4,3,7,16,14,3,1,10,No,80
35,Male,Married,Y,No,Travel_Rarely,1,Sales,Sales Executive,2,600,1,4717,18659,619,85,11,0,3,Marketing,2,2,3,3,3,3,3,9,15,11,9,6,9,No,80
40,Female,Single,Y,No,Travel_Rarely,6,Research & Development,Manufacturing Director,4,601,1,13237,20364,302,75,15,0,3,Life Sciences,3,2,3,3,3,3,3,7,22,20,6,5,13,No,80
39,Female,Married,Y,No,Travel_Frequently,8,Research & Development,Laboratory Technician,1,602,1,3755,17872,443,48,11,1,1,Life Sciences,3,3,3,3,3,1,3,1,8,8,3,0,7,No,80
31,Male,Single,Y,No,Travel_Rarely,2,Sales,Sales Executive,2,604,1,6582,8346,828,77,13,0,1,Life Sciences,2,2,3,4,3,3,4,4,10,6,5,0,5,Yes,80
42,Male,Married,Y,No,Travel_Rarely,24,Research & Development,Manufacturing Director,3,605,1,7406,6950,319,56,21,1,3,Medical,5,4,3,1,4,4,2,1,10,10,9,5,8,Yes,80
45,Male,Married,Y,No,Travel_Rarely,2,Sales,Sales Executive,2,606,1,4805,16177,561,61,19,1,3,Other,3,4,3,2,3,2,4,0,9,8,7,3,7,No,80
26,Female,Divorced,Y,Yes,Travel_Frequently,17,Human Resources,Human Resources,1,608,1,2741,22808,426,58,11,1,4,Life Sciences,2,2,3,3,3,2,2,0,8,7,7,1,0,Yes,80
29,Male,Divorced,Y,No,Travel_Rarely,19,Research & Development,Manufacturing Director,2,611,1,4262,22645,232,34,12,2,3,Technical Degree,2,4,3,4,3,2,4,4,8,3,2,1,2,No,80
33,Female,Divorced,Y,No,Travel_Rarely,1,Research & Development,Research Director,4,612,1,16184,22578,922,95,19,1,5,Medical,2,1,4,3,3,3,3,4,10,6,1,0,5,No,80
31,Male,Divorced,Y,No,Travel_Rarely,7,Sales,Manager,3,613,1,11557,25291,688,44,21,1,3,Life Sciences,3,3,2,4,4,3,2,9,10,5,4,0,1,No,80
18,Male,Single,Y,Yes,Travel_Frequently,5,Sales,Sales Representative,1,614,1,1878,8059,1306,69,14,0,3,Marketing,3,2,3,2,3,4,3,1,0,0,0,0,0,Yes,80
40,Male,Divorced,Y,No,Non-Travel,28,Sales,Sales Executive,3,615,1,10932,11373,1094,58,15,1,3,Other,2,3,1,1,3,3,3,3,20,1,0,0,1,No,80
41,Female,Single,Y,No,Non-Travel,2,Research & Development,Healthcare Representative,2,616,1,6811,2112,509,62,17,0,4,Other,3,1,2,3,3,1,3,2,10,8,7,0,7,Yes,80
26,Male,Divorced,Y,No,Travel_Rarely,29,Sales,Sales Executive,2,618,1,4306,4267,775,45,12,2,2,Medical,5,1,3,3,3,1,3,5,8,0,0,0,0,No,80
35,Female,Single,Y,No,Travel_Rarely,1,Sales,Sales Executive,2,620,1,4859,6698,195,80,16,0,3,Medical,3,1,3,3,3,4,3,1,5,5,4,0,3,No,80
34,Male,Single,Y,No,Travel_Rarely,21,Sales,Sales Executive,2,621,1,5337,19921,258,74,12,0,4,Life Sciences,3,4,4,4,3,4,3,1,10,10,7,5,7,No,80
26,Male,Single,Y,Yes,Travel_Rarely,24,Research & Development,Laboratory Technician,1,622,1,2340,23213,471,66,18,0,3,Technical Degree,3,3,1,4,3,2,1,1,1,1,0,0,0,Yes,80
37,Female,Single,Y,No,Travel_Rarely,1,Research & Development,Manufacturing Director,3,623,1,7491,23848,799,59,17,0,3,Technical Degree,3,2,3,4,3,4,4,4,12,6,5,1,2,No,80
46,Female,Married,Y,No,Travel_Frequently,18,Research & Development,Healthcare Representative,3,624,1,10527,8984,1034,86,11,0,1,Medical,3,1,3,3,3,4,2,5,28,2,2,1,2,No,80
41,Female,Married,Y,No,Travel_Rarely,2,Sales,Manager,4,625,1,16595,5626,1276,91,16,1,5,Life Sciences,2,2,3,1,3,2,3,7,22,18,16,11,8,No,80
37,Male,Divorced,Y,No,Non-Travel,9,Sales,Sales Executive,3,626,1,8834,24666,142,69,13,1,4,Medical,6,1,3,2,3,4,3,1,9,9,5,7,7,No,80
52,Male,Divorced,Y,No,Travel_Rarely,6,Research & Development,Research Scientist,2,630,1,5577,22087,956,78,12,2,2,Technical Degree,3,4,3,1,3,2,3,3,18,10,9,6,9,Yes,80
32,Male,Married,Y,Yes,Non-Travel,11,Sales,Sales Executive,2,631,1,4707,23914,1474,60,12,0,4,Other,2,4,4,3,3,4,3,8,6,4,2,1,2,No,80
24,Male,Married,Y,No,Travel_Frequently,24,Sales,Sales Representative,1,632,1,2400,5530,535,38,13,2,3,Medical,3,4,3,4,3,3,3,0,3,2,2,2,1,No,80
38,Female,Married,Y,No,Travel_Rarely,10,Research & Development,Healthcare Representative,2,634,1,9824,22174,1495,76,19,1,3,Medical,4,3,3,3,3,3,3,3,18,1,0,0,0,No,80
37,Female,Married,Y,No,Travel_Rarely,1,Research & Development,Manufacturing Director,2,635,1,6447,15701,446,65,12,1,4,Life Sciences,2,2,3,2,3,2,2,6,8,6,5,4,3,No,80
49,Male,Divorced,Y,No,Travel_Rarely,18,Research & Development,Research Director,5,638,1,19502,2125,1245,58,17,1,4,Life Sciences,5,4,2,3,3,3,3,1,31,31,9,0,9,Yes,80
24,Male,Married,Y,No,Travel_Rarely,23,Research & Development,Research Scientist,1,639,1,2725,21630,691,89,11,2,3,Medical,3,2,4,4,3,2,3,1,6,6,5,1,4,Yes,80
26,Male,Married,Y,No,Travel_Rarely,28,Sales,Sales Executive,2,641,1,6272,7428,703,66,20,2,2,Marketing,5,1,3,2,4,4,4,1,6,5,3,1,4,No,80
24,Male,Married,Y,No,Travel_Rarely,17,Research & Development,Laboratory Technician,1,643,1,2127,9100,823,94,21,1,2,Other,2,4,2,2,4,4,3,1,1,1,0,0,0,No,80
50,Male,Married,Y,No,Travel_Frequently,3,Human Resources,Manager,5,644,1,18200,7999,1246,99,11,1,3,Medical,2,1,3,2,3,3,3,1,32,32,5,10,7,No,80
25,Male,Married,Y,No,Travel_Rarely,13,Sales,Sales Representative,1,645,1,2096,26376,622,40,11,0,1,Medical,1,2,3,3,3,3,3,1,7,7,4,0,6,No,80
24,Female,Married,Y,Yes,Travel_Frequently,7,Research & Development,Laboratory Technician,1,647,1,2886,14168,1287,55,16,1,3,Life Sciences,4,1,3,3,3,4,3,1,6,6,3,1,2,Yes,80
30,Male,Married,Y,Yes,Travel_Frequently,12,Sales,Sales Representative,1,648,1,2033,14470,448,74,18,1,4,Life Sciences,2,2,2,1,3,3,4,1,1,1,0,0,0,No,80
34,Male,Married,Y,No,Travel_Rarely,1,Research & Development,Research Scientist,1,649,1,3622,22794,254,83,13,1,2,Life Sciences,3,2,2,4,3,4,3,1,6,6,5,1,3,Yes,80
31,Male,Divorced,Y,Yes,Travel_Rarely,13,Sales,Sales Executive,2,650,1,4233,11512,1365,46,17,0,4,Medical,2,2,3,1,3,3,1,2,9,3,1,1,2,No,80
35,Male,Single,Y,No,Travel_Rarely,25,Research & Development,Laboratory Technician,2,652,1,3681,14004,538,54,14,0,2,Other,3,1,2,4,3,4,3,4,9,3,2,0,2,No,80
31,Male,Divorced,Y,No,Travel_Rarely,6,Sales,Sales Executive,2,653,1,5460,6219,525,66,22,2,4,Medical,4,1,4,4,4,4,4,4,13,7,7,5,7,No,80
27,Female,Divorced,Y,No,Travel_Rarely,6,Research & Development,Research Scientist,1,655,1,2187,5013,798,66,12,2,4,Medical,5,1,2,3,3,3,2,0,6,5,3,0,3,No,80
37,Male,Married,Y,No,Travel_Rarely,2,Sales,Sales Executive,2,656,1,9602,3010,558,75,11,1,3,Marketing,3,4,3,3,3,3,2,4,17,3,0,1,0,Yes,80
20,Female,Single,Y,No,Travel_Rarely,1,Research & Development,Research Scientist,1,657,1,2836,11757,959,83,13,0,3,Life Sciences,0,4,2,2,3,4,4,1,1,1,0,0,0,No,80
42,Female,Married,Y,No,Travel_Rarely,2,Research & Development,Healthcare Representative,2,659,1,4089,5718,622,81,13,2,4,Life Sciences,4,3,3,4,3,2,3,1,10,10,2,2,2,No,80
43,Male,Divorced,Y,No,Travel_Rarely,6,Research & Development,Research Director,4,661,1,16627,2671,782,50,14,1,4,Other,3,2,2,4,3,3,2,4,21,1,0,0,0,Yes,80
38,Female,Single,Y,No,Travel_Rarely,1,Research & Development,Research Scientist,1,662,1,2619,14561,362,43,17,0,1,Life Sciences,3,3,3,1,3,4,2,3,8,0,0,0,0,No,80
43,Male,Divorced,Y,No,Travel_Frequently,9,Research & Development,Laboratory Technician,2,663,1,5679,19627,1001,72,13,1,5,Medical,3,4,3,3,3,2,3,3,10,8,7,4,7,Yes,80
48,Female,Married,Y,No,Travel_Rarely,1,Research & Development,Manager,4,664,1,15402,17997,1236,40,11,1,4,Life Sciences,3,4,2,1,3,1,1,7,21,3,2,0,2,No,80
44,Female,Single,Y,No,Travel_Rarely,1,Human Resources,Human Resources,2,665,1,5985,26894,1112,50,11,0,4,Life Sciences,1,1,2,3,3,2,4,4,10,2,2,0,2,No,80
34,Female,Divorced,Y,No,Travel_Rarely,14,Sales,Sales Representative,1,666,1,2579,2912,204,31,18,2,3,Technical Degree,3,3,3,3,3,4,3,1,8,8,2,0,6,Yes,80
27,Male,Divorced,Y,Yes,Travel_Rarely,2,Sales,Sales Representative,1,667,1,3041,16346,1420,85,11,1,1,Marketing,3,3,3,1,3,2,3,0,5,4,3,0,2,No,80
21,Male,Single,Y,No,Travel_Rarely,22,Sales,Sales Representative,1,669,1,3447,24444,1343,49,11,0,1,Technical Degree,2,3,3,3,3,3,3,1,3,3,2,1,2,No,80
44,Male,Married,Y,No,Travel_Rarely,3,Research & Development,Manager,5,671,1,19513,9358,1315,35,12,1,4,Other,2,4,3,4,3,1,4,4,26,2,2,0,1,Yes,80
22,Male,Married,Y,No,Travel_Rarely,6,Research & Development,Research Scientist,1,675,1,2773,12145,604,69,20,0,1,Medical,3,1,3,3,4,4,3,0,3,2,2,2,2,No,80
33,Male,Divorced,Y,No,Travel_Rarely,8,Sales,Sales Executive,2,677,1,7104,20431,1216,39,12,0,4,Marketing,3,3,3,3,3,4,3,0,6,5,0,1,2,No,80
32,Female,Married,Y,No,Travel_Rarely,9,Research & Development,Research Scientist,2,679,1,6322,18089,646,92,12,1,4,Life Sciences,2,1,3,4,3,4,2,1,6,6,4,0,5,Yes,80
30,Female,Divorced,Y,No,Travel_Frequently,3,Research & Development,Research Scientist,1,680,1,2083,22653,160,71,20,1,3,Medical,2,3,3,3,4,3,3,1,1,1,0,0,0,No,80
53,Female,Single,Y,No,Travel_Rarely,1,Sales,Sales Executive,2,682,1,8381,7507,238,34,20,0,1,Medical,2,4,3,1,4,4,4,7,18,14,7,8,10,No,80
34,Male,Married,Y,No,Travel_Rarely,1,Research & Development,Research Scientist,1,683,1,2691,7660,1397,42,12,1,5,Life Sciences,4,2,3,4,3,4,2,1,10,10,9,8,8,No,80
45,Female,Married,Y,Yes,Travel_Frequently,26,Sales,Sales Executive,2,684,1,4286,5630,306,100,14,2,4,Life Sciences,4,1,3,1,3,4,3,2,5,1,1,0,0,No,80
26,Female,Married,Y,No,Travel_Rarely,6,Research & Development,Laboratory Technician,1,686,1,2659,17759,991,71,13,1,3,Life Sciences,2,3,3,4,3,3,3,1,3,3,2,0,2,Yes,80
37,Male,Married,Y,No,Travel_Rarely,3,Research & Development,Manufacturing Director,3,689,1,9434,9606,482,36,15,1,3,Other,2,3,3,3,3,3,3,1,10,10,7,7,8,No,80
29,Female,Married,Y,No,Travel_Rarely,3,Sales,Sales Executive,2,690,1,5561,3487,1176,62,14,1,2,Medical,5,2,3,3,3,1,2,1,6,6,0,1,2,No,80
35,Male,Single,Y,No,Travel_Rarely,6,Research & Development,Research Scientist,2,691,1,6646,19368,1017,82,13,0,4,Life Sciences,3,2,1,4,3,2,3,1,17,17,11,11,8,No,80
33,Male,Divorced,Y,No,Travel_Frequently,6,Research & Development,Healthcare Representative,2,692,1,7725,5335,1296,30,23,1,3,Life Sciences,2,3,3,4,4,3,1,3,15,13,11,4,7,No,80
54,Male,Married,Y,No,Travel_Rarely,19,Human Resources,Human Resources,3,698,1,10725,6729,397,88,15,1,4,Medical,1,3,3,2,3,3,4,2,16,9,7,7,1,No,80
36,Male,Divorced,Y,No,Travel_Rarely,9,Research & Development,Manufacturing Director,2,699,1,8847,13934,913,48,11,1,2,Medical,2,2,2,2,3,3,3,2,13,3,2,0,2,Yes,80
27,Male,Single,Y,No,Travel_Rarely,3,Research & Development,Research Scientist,1,700,1,2045,15174,1115,54,13,0,4,Medical,0,1,2,4,3,4,3,0,5,4,2,1,1,No,80
20,Male,Single,Y,Yes,Travel_Rarely,10,Research & Development,Research Scientist,1,701,1,1009,26999,1362,32,11,0,1,Medical,5,4,3,3,3,4,3,1,1,1,0,1,1,Yes,80
33,Male,Single,Y,Yes,Travel_Frequently,3,Research & Development,Research Scientist,1,702,1,3348,3164,1076,70,11,0,3,Life Sciences,3,1,3,1,3,1,3,1,10,10,8,9,7,Yes,80
35,Male,Married,Y,No,Non-Travel,3,Research & Development,Laboratory Technician,1,704,1,1281,16900,727,41,18,2,3,Life Sciences,3,3,2,3,3,3,3,1,1,1,0,0,0,No,80
23,Male,Married,Y,No,Travel_Rarely,4,Research & Development,Research Scientist,1,705,1,2819,8544,885,58,16,1,3,Medical,3,1,4,1,3,1,4,2,5,3,2,0,2,No,80
25,Male,Married,Y,No,Travel_Rarely,8,Sales,Sales Executive,2,707,1,4851,15678,810,57,22,1,3,Life Sciences,4,4,4,2,4,3,3,0,4,3,2,1,2,No,80
38,Female,Single,Y,No,Travel_Rarely,7,Sales,Sales Executive,2,709,1,4028,7791,243,46,20,0,4,Marketing,2,4,2,4,4,1,3,0,8,7,7,0,5,No,80
29,Male,Divorced,Y,No,Travel_Frequently,1,Research & Development,Research Scientist,1,710,1,2720,18959,806,76,18,1,4,Life Sciences,5,2,1,4,3,4,3,1,10,10,7,2,8,No,80
48,Male,Married,Y,No,Travel_Rarely,2,Sales,Sales Executive,2,712,1,8120,18597,817,56,12,0,1,Marketing,3,2,4,2,3,4,3,3,12,2,2,2,2,No,80
27,Female,Divorced,Y,No,Travel_Frequently,3,Sales,Sales Executive,2,714,1,4647,16673,1410,71,20,2,1,Medical,3,4,4,4,4,2,3,1,6,6,5,0,4,Yes,80
37,Male,Single,Y,No,Travel_Rarely,10,Research & Development,Research Scientist,1,715,1,4680,15232,1225,80,17,0,2,Life Sciences,2,4,4,4,3,1,3,3,4,1,0,0,0,No,80
50,Male,Married,Y,No,Travel_Rarely,28,Research & Development,Laboratory Technician,1,716,1,3221,3297,1207,74,11,3,1,Medical,3,4,4,3,3,3,3,1,20,20,8,3,8,Yes,80
34,Female,Single,Y,No,Travel_Rarely,9,Research & Development,Healthcare Representative,3,717,1,8621,17654,1442,46,14,0,3,Medical,3,4,2,2,3,2,4,1,9,8,7,7,7,No,80
24,Female,Single,Y,Yes,Travel_Rarely,3,Sales,Sales Executive,2,720,1,4577,24785,693,65,14,0,2,Life Sciences,3,1,3,3,3,1,3,9,4,2,2,2,0,No,80
39,Female,Single,Y,No,Travel_Rarely,2,Research & Development,Healthcare Representative,2,721,1,4553,20978,408,80,11,0,4,Technical Degree,4,4,2,3,3,1,3,1,20,20,7,11,10,No,80
32,Male,Single,Y,No,Travel_Rarely,10,Sales,Sales Executive,2,722,1,5396,21703,929,55,12,0,3,Marketing,2,4,3,4,3,4,2,1,10,10,7,0,8,No,80
50,Male,Married,Y,Yes,Travel_Frequently,8,Sales,Sales Executive,2,723,1,6796,23452,562,50,14,1,2,Technical Degree,4,2,3,3,3,1,3,3,18,4,3,1,3,Yes,80
38,Female,Single,Y,No,Travel_Rarely,1,Research & Development,Healthcare Representative,2,724,1,7625,19383,827,33,13,0,4,Life Sciences,4,2,4,4,3,3,2,0,10,9,7,1,8,No,80
27,Female,Married,Y,No,Travel_Rarely,1,Research & Development,Manufacturing Director,3,725,1,7412,6009,608,68,11,0,2,Life Sciences,3,3,3,1,3,4,3,1,9,9,7,0,7,No,80
32,Female,Single,Y,No,Travel_Rarely,3,Research & Development,Research Director,3,727,1,11159,19373,1018,39,15,0,2,Life Sciences,6,3,3,4,3,4,3,3,10,7,7,7,7,No,80
